tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt2258239,movie,8 First Dates,8 pervykh svidaniy,0,2012,,87,Comedy,6.0,1390
tt2258281,movie,Beyond the Hills,Dupa dealuri,0,2012,,152,Drama,7.5,13928
tt2258285,movie,Two Men in Town,Two Men in Town,0,2014,,117,Drama,5.7,2433
tt2258337,movie,Eega,Eega,0,2012,,145,"Action,Comedy,Drama",7.7,30591
tt2258345,movie,Fading Gigolo,Fading Gigolo,0,2013,,90,"Comedy,Romance",6.2,26289
tt2258465,movie,Mommies,Mamy,0,2012,,103,"Comedy,Drama",6.6,2810
tt2258858,movie,Wadjda,Wadjda,0,2012,,98,"Comedy,Drama",7.5,22489
tt2259122,movie,Love Is All You Need?,Love Is All You Need?,0,2016,,121,Drama,6.1,1082
tt2259360,movie,Caught in the Web,Sou suo,0,2012,,117,Drama,6.5,1223
tt2260254,movie,The Other Side of the Mirror,The Other Side of the Mirror,0,2016,,102,"Drama,Fantasy,History",2.2,1472
tt2260850,movie,4 Moons,Cuatro lunas,0,2014,,110,"Drama,Romance",7.4,5264
tt2261287,movie,Leap!,Ballerina,0,2016,,89,"Adventure,Animation,Comedy",6.8,26906
tt2261331,movie,Black Sea,Black Sea,0,2014,,114,"Adventure,Drama,Thriller",6.4,43202
tt2261434,movie,A Five Star Life,Viaggio sola,0,2013,,85,"Drama,Romance",6.3,2622
tt2261505,movie,Evim Sensin,Evim Sensin,0,2012,,91,"Drama,Fantasy,Romance",5.1,6413
tt2261719,movie,The Jungle,Dzhungli,0,2012,,80,"Adventure,Comedy",5.0,1372
tt2261749,movie,The Gilded Cage,La cage dorée,0,2013,,90,"Comedy,Drama",7.1,10971
tt2262126,movie,Kalakalappu,Kalakalappu,0,2012,,135,"Comedy,Musical",7.1,1899
tt2262161,movie,Sunset Song,Sunset Song,0,2015,,135,Drama,6.4,4268
tt2262175,movie,Svengali,Svengali,0,2013,,93,"Comedy,Music",5.6,1167
tt2262183,movie,SüperTürk,SüperTürk,0,2012,,98,Comedy,1.9,1226
tt2262227,movie,The Book of Life,The Book of Life,0,2014,,95,"Adventure,Animation,Comedy",7.2,84967
tt2262270,movie,Spud 2: The Madness Continues,Spud 2: The Madness Continues,0,2013,,91,Comedy,6.1,1319
tt2262315,movie,The Good Neighbor,The Good Neighbor,0,2016,,98,"Crime,Drama,Horror",6.3,20096
tt2262345,movie,Long Way North,Tout en haut du monde,0,2015,,81,"Adventure,Animation,Drama",7.2,4360
tt2263058,movie,More Than Honey,More Than Honey,0,2012,,95,Documentary,7.5,4408
tt2263210,movie,Convenience,Convenience,0,2013,,87,Comedy,5.9,1036
tt2263814,movie,The Maid's Room,The Maid's Room,0,2013,,98,Thriller,4.6,1461
tt2263944,movie,Dragon Ball Z: Battle of Gods,Doragon Bôru Zetto Kami to Kami,0,2013,,85,"Action,Adventure,Animation",7.1,32221
tt22639512,movie,Bhaag Saale,Bhaag Saale,0,2023,,121,"Comedy,Crime",5.4,1136
tt22640398,movie,V/H/S/85,V/H/S/85,0,2023,,110,"Horror,Thriller",5.6,11369
tt22643896,movie,Love & Revolution,Te estoy amando locamente,0,2023,,108,"Comedy,Drama",7.0,1857
tt2265171,movie,The Raid 2,Serbuan maut 2: Berandal,0,2014,,150,"Action,Crime,Thriller",7.9,139492
tt2265179,movie,Blood Brother,Blood Brother,0,2013,,92,Documentary,8.2,1689
tt2265191,movie,Bumboo,Bumboo,0,2012,,126,Comedy,4.3,2086
tt2265381,movie,Ishq,Ishq,0,2012,,160,"Comedy,Romance",7.4,2543
tt2265398,movie,Drinking Buddies,Drinking Buddies,0,2013,,90,"Comedy,Drama,Romance",6.1,62571
tt2265534,movie,The Lifeguard,The Lifeguard,0,2013,,98,"Drama,Romance",5.6,15622
tt2265539,movie,Second Show,Second Show,0,2012,,126,"Action,Crime",7.1,1956
tt2265641,movie,Omar & Salma 3,Omar & Salma 3,0,2012,,98,"Comedy,Drama,Family",3.8,1127
tt22656762,movie,Dive,La caída,0,2022,,95,"Drama,Sport",6.9,2628
tt2266600,movie,Hemlock Society,Hemlock Society,0,2012,,135,"Comedy,Drama,Romance",7.6,4006
tt2266938,movie,Vulgaria,Dai juk hei kek,0,2012,,93,Comedy,6.3,1641
tt2267968,movie,Kung Fu Panda 3,Kung Fu Panda 3,0,2016,,95,"Action,Adventure,Animation",7.1,220223
tt2267998,movie,Gone Girl,Gone Girl,0,2014,,149,"Drama,Mystery,Thriller",8.1,1174450
tt2268016,movie,Magic Mike XXL,Magic Mike XXL,0,2015,,115,"Comedy,Drama,Music",5.6,63764
tt2268018,movie,Neron,Neron,0,2016,,100,"Action,Drama,Horror",2.5,1816
tt2268433,movie,End of a Gun,End of a Gun,0,2016,,86,"Action,Crime,Thriller",3.6,2573
tt2268458,movie,These Final Hours,These Final Hours,0,2013,,87,"Drama,Sci-Fi,Thriller",6.6,20381
tt2268573,movie,Stranded,Stranded,0,2013,,84,"Horror,Sci-Fi",3.6,4430
tt2268732,movie,Museum Hours,Museum Hours,0,2012,,107,Drama,6.9,2384
tt22687790,movie,A Haunting in Venice,A Haunting in Venice,0,2023,,103,"Crime,Drama,Horror",6.5,142122
tt22688572,movie,Boudica,Boudica,0,2023,,101,"Action,Drama,History",4.3,4047
tt22694908,movie,My Sunshine,Boku no ohisama,0,2024,,90,"Drama,Sport",6.9,1841
tt22695402,movie,Hunger,Hunger,0,2023,,146,"Drama,Thriller",6.6,22512
tt22695428,movie,God Forbid,God Forbid: The Sex Scandal That Brought Down a Dynasty,0,2022,,109,Documentary,6.8,2755
tt22696230,movie,The Murderer,The Murderer,0,2023,,120,"Comedy,Crime,Mystery",6.2,1279
tt22697898,movie,Kryptic,Kryptic,0,2024,,102,"Drama,Horror,Mystery",3.9,1065
tt2271563,movie,Forsaken,Forsaken,0,2015,,90,"Action,Drama,Western",6.4,15057
tt2271565,movie,Rape Zombie: Lust of the Dead,Reipu zonbi: Lust of the dead,0,2012,,73,Horror,3.7,1516
tt2271641,movie,Thaandavam,Thaandavam,0,2012,,160,"Action,Thriller",6.1,2386
tt2272336,movie,Ghost Team One,Ghost Team One,0,2013,,84,"Comedy,Horror",4.2,2470
tt2272350,movie,The Battery,The Battery,0,2012,,101,"Adventure,Drama,Horror",6.2,11479
tt2272918,movie,Racing Hearts,Flying Home,0,2014,,95,"Drama,Romance",6.1,5272
tt2273326,movie,Move On,Move On,0,2012,,100,"Action,Drama,Thriller",5.7,1072
tt2273657,movie,True Story,True Story,0,2015,,99,"Biography,Crime,Drama",6.3,75970
tt22741760,movie,Your Monster,Your Monster,0,2024,,103,"Comedy,Horror,Romance",6.4,8543
tt22742070,movie,The Abandoned,Cha wu ci xin,0,2022,,128,"Crime,Drama,Mystery",6.2,2615
tt22742964,movie,Marry My Dead Body,Guan yu wo han gui bian cheng jia ren de na jian shi,0,2022,,130,"Action,Comedy,Crime",7.0,7771
tt22743064,movie,Yaariyan 2,Yaariyan 2,0,2023,,148,"Comedy,Drama,Musical",4.9,13071
tt2274570,movie,Bad Milo!,Bad Milo!,0,2013,,85,"Comedy,Horror",5.7,8371
tt2274604,movie,Eat with Me,Eat with Me,0,2014,,95,"Comedy,Drama,Romance",6.8,1486
tt2274648,movie,Hellboy,Hellboy,0,2019,,120,"Action,Adventure,Fantasy",5.3,107745
tt22751230,movie,Slum Dog Husband,Slum Dog Husband,0,2023,,122,"Comedy,Drama",6.6,6544
tt2275471,movie,A Perfect Man,A Perfect Man,0,2013,,95,"Drama,Romance",5.2,2273
tt2275743,movie,"Berlin, I Love You","Berlin, I Love You",0,2019,,120,"Comedy,Drama,Romance",4.7,4300
tt2275794,movie,Gori Tere Pyaar Mein!,Gori Tere Pyaar Mein!,0,2013,,150,"Comedy,Drama,Romance",4.9,4430
tt2275802,movie,Satyagraha,Satyagraha,0,2013,,152,Drama,5.9,5570
tt2275813,movie,Vegetarian Cannibal,Ljudozder vegetarijanac,0,2012,,85,"Crime,Drama",7.2,2841
tt2275946,movie,Redirected,Redirected,0,2014,,99,"Action,Comedy,Crime",6.4,35012
tt2276069,movie,A Master Builder,A Master Builder,0,2013,,130,Drama,5.9,1194
tt2276095,movie,The Dandelions,Du vent dans mes mollets,0,2012,,89,"Comedy,Drama",6.7,1134
tt22767628,movie,Blackwater Lane,Blackwater Lane,0,2024,,108,"Crime,Drama,Horror",4.6,3220
tt2276778,movie,Serial Teachers,Les profs,0,2013,,88,Comedy,5.2,4722
tt22768450,movie,"Apolonia, Apolonia","Apolonia, Apolonia",0,2022,,116,"Biography,Documentary",7.1,1032
tt22769820,movie,Legion of Super-Heroes,Legion of Super-Heroes,0,2023,,83,"Action,Animation,Sci-Fi",5.9,5751
tt22769974,movie,Dudes: Again!,Munje: opet!,0,2023,,95,Comedy,4.7,1555
tt2277106,movie,The Man Who Saved the World,The Man Who Saved the World,0,2013,,110,"Biography,Documentary,Drama",7.5,2774
tt22773644,movie,The Dead Don't Hurt,The Dead Don't Hurt,0,2023,,129,"Drama,Western",6.4,10475
tt22774688,movie,The Soccer Football Movie,The Soccer Football Movie,0,2022,,73,"Animation,Comedy,Family",3.1,1507
tt22777288,movie,Mutt,Mutt,0,2023,,87,Drama,6.3,1311
tt2277834,movie,Dark Cove,Dark Cove,0,2016,,84,Thriller,5.5,1785
tt22778346,movie,The Seeding,The Seeding,0,2023,,100,"Horror,Thriller",5.0,2889
tt2277860,movie,Finding Dory,Finding Dory,0,2016,,97,"Adventure,Animation,Comedy",7.2,335970
tt2278388,movie,The Grand Budapest Hotel,The Grand Budapest Hotel,0,2014,,99,"Comedy,Drama",8.1,976194
tt2278392,movie,American Dreams in China,Zhong Guo he huo ren,0,2013,,112,"Comedy,Drama",6.9,3096
tt2278870,movie,Beyond the Edge,ISRA 88,0,2016,,119,"Adventure,Drama,Mystery",3.6,1978
tt2278871,movie,Blue Is the Warmest Colour,La Vie d'Adèle : Chapitres 1 et 2,0,2013,,180,"Drama,Romance",7.6,173826
tt2279306,movie,Propaganda,Propaganda,0,2012,,96,"Documentary,News",7.9,1104
tt2279339,movie,Love the Coopers,Love the Coopers,0,2015,,107,"Comedy,Fantasy,Romance",5.8,30017
tt2279373,movie,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,0,2015,,92,"Adventure,Animation,Comedy",6.0,68070
tt22796890,movie,Hell House LLC Origins: The Carmichael Manor,Hell House LLC Origins: The Carmichael Manor,0,2023,,98,"Horror,Mystery,Thriller",6.2,11817
tt22797706,movie,Project Iceman,Project Iceman,0,2022,,113,Documentary,7.9,1562
tt2279786,movie,Johan Falk: Kodnamn: Lisa,Johan Falk: Kodnamn: Lisa,0,2012,,106,"Action,Crime,Thriller",7.6,3913
tt2279922,movie,Return to Nuke 'Em High Volume 1,Return to Nuke 'Em High Volume 1,0,2013,,85,"Action,Comedy,Drama",5.3,2577
tt22803220,movie,National Anthem,National Anthem,0,2023,,99,Drama,6.3,2000
tt2280358,movie,Omnivores,Omnívoros,0,2013,,87,"Horror,Thriller",5.6,1009
tt22804850,movie,The Sand Castle,The Sand Castle,0,2024,,98,"Drama,Fantasy,Mystery",4.7,1924
tt22805590,movie,Black Noise,Black Noise,0,2023,,86,"Action,Sci-Fi",3.0,2358
tt22805652,movie,Strictly Confidential,Strictly Confidential,0,2024,,94,"Crime,Drama,Mystery",2.8,1045
tt22806134,movie,The Phenomenon,The Phenomenon,0,2022,,94,"Biography,Documentary,Sport",7.6,1169
tt22807194,movie,Pyaari - Tarawali the True Story,Pyaari - Tarawali the True Story,0,2023,,143,"Drama,Romance",4.8,1109
tt2280964,movie,Real,Riaru: Kanzen naru kubinagaryû no hi,0,2013,,127,"Drama,Sci-Fi",5.8,1177
tt2281002,movie,Cult,Karuto,0,2013,,84,Horror,5.4,1367
tt2281065,movie,21 Ways to Ruin a Marriage,21 tapaa pilata avioliitto,0,2013,,89,Comedy,6.2,2200
tt2281099,movie,Prince of the Seas,Amir El Behar,0,2009,,110,"Adventure,Comedy,Romance",5.4,1937
tt2281159,movie,Contracted,Contracted,0,2013,,84,"Drama,Horror,Thriller",5.3,17876
tt2281309,movie,The Liar and His Lover,Kanojo wa uso o aishisugiteiru,0,2013,,117,Romance,6.8,1667
tt22813112,movie,Noryang: Deadly Sea,Noryang: Jugeumui Bada,0,2023,,152,"Action,Biography,History",6.3,1308
tt2281345,movie,A Magnificent Haunting,Magnifica presenza,0,2012,,105,"Comedy,Drama,Fantasy",6.6,5733
tt2281365,movie,Mortified Nation,Mortified Nation,0,2013,,84,Documentary,7.3,1028
tt22814692,movie,Holiday Harmony,Holiday Harmony,0,2022,,110,"Comedy,Drama,Music",6.2,1673
tt2281551,movie,Vinyl Days,Días de vinilo,0,2012,,105,"Comedy,Music,Romance",6.8,1309
tt2281587,movie,Muppets Most Wanted,Muppets Most Wanted,0,2014,,107,"Adventure,Comedy,Crime",6.4,39523
tt22818604,movie,Kaathal - The Core,Kaathal - The Core,0,2023,,114,Drama,7.4,4853
tt2282016,movie,The Possession of Michael King,The Possession of Michael King,0,2014,,83,"Drama,Fantasy,Horror",5.7,14413
tt22827888,movie,Boot Camp,Boot Camp,0,2024,,94,"Comedy,Romance",5.7,1634
tt2282829,movie,Kac Wawa,Kac Wawa,0,2012,,97,Comedy,1.5,1227
tt2282849,movie,Porn in the Hood,Les Kaïra,0,2012,,95,Comedy,5.4,1867
tt2283017,movie,The Land of Hope,Kibô no kuni,0,2012,,133,"Drama,Sci-Fi",6.6,1316
tt2283336,movie,Men in Black: International,Men in Black: International,0,2019,,114,"Action,Adventure,Comedy",5.6,161266
tt2283362,movie,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,0,2017,,119,"Action,Adventure,Comedy",6.9,505816
tt2283748,movie,OMG: Oh My God!,OMG: Oh My God!,0,2012,,125,"Comedy,Drama,Fantasy",8.1,71424
tt22853444,movie,Behind Closed Doors,Behind Closed Doors,0,2023,,64,Documentary,8.2,1460
tt22863968,movie,Something in the Water,Something in the Water,0,2024,,86,"Adventure,Drama,Horror",4.1,6014
tt22866358,movie,The Book of Clarence,The Book of Clarence,0,2023,,129,"Adventure,Comedy,Drama",5.7,8308
tt22868842,movie,Lonely Castle in the Mirror,Kagami no kojô,0,2022,,116,"Adventure,Animation,Drama",7.0,1800
tt22868844,movie,Black Clover: Sword of the Wizard King,Burakku Kurôbâ: Mahôtei no Ken,0,2023,,110,"Action,Adventure,Animation",7.4,9986
tt22869490,movie,Crakk: Jeetega... Toh Jiyegaa,Crakk: Jeetega... Toh Jiyegaa,0,2024,,154,"Action,Sport,Thriller",4.6,6634
tt2286990,movie,The Right Kind of Wrong,The Right Kind of Wrong,0,2013,,97,"Comedy,Romance",6.1,10332
tt2287170,movie,Man from Reno,Man from Reno,0,2014,,111,"Crime,Drama,Mystery",6.6,2335
tt2287214,movie,Dracula: The Dark Prince,Dracula: The Dark Prince,0,2013,,100,"Action,Fantasy",3.6,1916
tt22872370,movie,Ditto,Donggam,0,2022,,114,"Drama,Fantasy,Romance",6.8,1280
tt22873516,movie,Séance Games: Metaxu,Séance Games: Metaxu,0,2024,,86,"Horror,Mystery,Thriller",4.6,1164
tt22874848,movie,The Silent Hour,The Silent Hour,0,2024,,99,"Action,Crime,Thriller",6.1,10451
tt2287655,movie,Bitch Hug,Bitchkram,0,2012,,101,Drama,6.0,1097
tt2287675,movie,Cockpit,Cockpit,0,2012,,96,Comedy,5.8,2683
tt2287715,movie,Ego,Ego,0,2013,,105,"Comedy,Drama,Romance",6.1,3797
tt2287973,movie,Rachcha,Rachcha,0,2012,,143,"Action,Comedy,Drama",4.6,3323
tt2288005,movie,A Turtle's Tale 2: Sammy's Escape from Paradise,Sammy's avonturen 2,0,2012,,92,"Adventure,Animation,Family",5.6,2781
tt2288121,movie,That still Karlosson!,Tot eshchyo Karloson!,0,2012,,80,"Comedy,Family,Fantasy",4.0,3760
tt22889164,movie,Bedurulanka 2012,Bedurulanka 2012,0,2023,,149,"Action,Comedy,Drama",5.8,1918
tt22889928,movie,The Radleys,The Radleys,0,2024,,115,"Comedy,Horror",5.1,3807
tt22890246,movie,How to Have Sex,How to Have Sex,0,2023,,91,Drama,6.4,23258
tt22892546,movie,Akelli,Akelli,0,2023,,127,"Action,Drama,Thriller",6.0,6311
tt22892896,movie,Ghislaine Maxwell: Filthy Rich,Ghislaine Maxwell: Filthy Rich,0,2022,,101,"Crime,Documentary",6.1,4610
tt22893404,movie,Maria,Maria,0,2024,,124,"Biography,Drama,Music",6.4,25473
tt2289526,movie,Going Away,Un beau dimanche,0,2013,,95,Drama,6.3,1051
tt2289538,movie,On My Way,Elle s'en va,0,2013,,116,"Comedy,Drama",6.4,2722
tt22900124,movie,Orgasm Inc: The Story of OneTaste,Orgasm Inc: The Story of OneTaste,0,2022,,89,"Crime,Documentary",5.7,1747
tt2290065,movie,100 Bloody Acres,100 Bloody Acres,0,2012,,91,"Comedy,Horror",6.0,4941
tt2290113,movie,Along the Roadside,Along the Roadside,0,2013,,108,"Comedy,Music,Romance",6.7,1962
tt2290151,movie,Big Star: Nothing Can Hurt Me,Big Star: Nothing Can Hurt Me,0,2012,,113,"Documentary,Music",7.1,1574
tt2290397,movie,Alaska,Alaska,0,2015,,125,"Drama,Romance",6.7,2396
tt2290553,movie,Northmen: A Viking Saga,Northmen: A Viking Saga,0,2014,,97,"Action,Drama,History",5.4,11272
tt2290567,movie,Once Upon a Time in Shanghai,E zhan,0,2014,,96,"Action,Crime",6.7,2195
tt2290709,movie,The Appearing,The Appearing,0,2014,,92,"Horror,Mystery,Thriller",3.0,1512
tt2290739,movie,The Devil's Hand,Where the Devil Hides,0,2014,,86,"Horror,Thriller",5.0,4381
tt2290789,movie,Every Blessed Day,Tutti i santi giorni,0,2012,,102,"Comedy,Drama,Romance",6.7,2004
tt2290828,movie,Road to Ninja - Naruto the Movie,Rôdo tu Ninja Naruto za Mûbî,0,2012,,109,"Action,Adventure,Animation",7.6,9595
tt2290840,movie,Masquerade,"Gwang-hae, wang-i doin nam-ja",0,2012,,131,"Drama,History",7.8,8087
tt2291284,movie,Subterranea,Subterranea,0,2015,,99,"Crime,Drama,Mystery",3.8,1315
tt2291540,movie,My Friend Dahmer,My Friend Dahmer,0,2017,,107,"Biography,Crime,Drama",6.2,25818
tt2292182,movie,Shark Week,Shark Week,0,2012,,89,"Action,Adventure,Horror",2.5,1598
tt2292576,movie,The Dream Team,The Dream Team,0,2012,,68,"Documentary,Sport",8.3,1091
tt2292625,movie,Chakravyuh,Chakravyuh,0,2012,,152,"Action,Drama,Thriller",6.8,3532
tt2292955,movie,The Billionaire,Top Secret: Wai roon pun lan,0,2011,,131,"Biography,Drama",7.6,2606
tt2292959,movie,The Canyons,The Canyons,0,2013,,99,"Drama,Thriller",3.8,12631
tt2293138,movie,Vive la France,Vive la France,0,2013,,94,Comedy,5.8,4672
tt2293640,movie,Minions,Minions,0,2015,,91,"Adventure,Animation,Comedy",6.4,286297
tt2293750,movie,Scorned,Scorned,0,2013,,86,"Horror,Thriller",4.7,2726
tt22938854,movie,Unstoppable,Unstoppable,0,2023,,110,Comedy,5.3,1237
tt22939186,movie,Arcadian,Arcadian,0,2024,,92,"Action,Drama,Horror",5.5,28317
tt2294449,movie,22 Jump Street,22 Jump Street,0,2014,,112,"Action,Comedy,Crime",7.0,441729
tt2294473,movie,Lesson of the Evil,Aku no kyôten,0,2012,,129,"Horror,Thriller",6.6,7261
tt2294567,movie,Dhammu,Dhammu,0,2012,,155,"Action,Drama",4.9,2573
tt2294629,movie,Frozen,Frozen,0,2013,,102,"Adventure,Animation,Comedy",7.4,715919
tt2294677,movie,In a World...,In a World...,0,2013,,93,Comedy,6.6,33932
tt2294729,movie,Mansome,Mansome,0,2012,,82,Documentary,5.4,2982
tt2294965,movie,Zero Charisma,Zero Charisma,0,2013,,86,"Comedy,Drama",6.3,2911
tt2295196,movie,Hunting Elephants,Latzud Pilim,0,2013,,107,"Comedy,Crime,Drama",6.3,1246
tt2295564,movie,McCanick,McCanick,0,2013,,96,"Crime,Drama,Mystery",4.7,1800
tt2295722,movie,Falcon Rising,Falcon Rising,0,2014,,103,"Action,Adventure",5.8,9938
tt2295750,movie,It Happened in Saint-Tropez,Des gens qui s'embrassent,0,2013,,100,"Comedy,Romance",5.4,1183
tt2296404,movie,Tai Chi Hero,Tai ji 2: Ying xiong jue qi,0,2012,,100,"Action,Adventure,Fantasy",6.1,3800
tt22964884,movie,Upon Entry,Upon Entry,0,2022,,77,Drama,7.0,4951
tt2296697,movie,Concussion,Concussion,0,2013,,96,Drama,5.6,6061
tt2296709,movie,Head Over Heels 2,De Pernas pro Ar 2,0,2012,,115,"Comedy,Romance",5.8,1502
tt2296747,movie,Come What May,"En mai, fais ce qu'il te plaît",0,2015,,114,"Drama,War",6.7,1356
tt2296777,movie,Sherlock Gnomes,Sherlock Gnomes,0,2018,,86,"Adventure,Animation,Comedy",5.3,15761
tt2296909,movie,Pink Floyd: The Story of Wish You Were Here,Pink Floyd: The Story of Wish You Were Here,0,2012,,85,"Documentary,Music",7.9,2008
tt2296935,movie,The Legend of Sarila,The Legend of Sarila,0,2013,,80,"Adventure,Animation,Family",4.9,1050
tt2297031,movie,TimeScapes,TimeScapes,0,2012,,52,Documentary,7.6,1448
tt2297063,movie,Whitewash,Whitewash,0,2013,,90,"Drama,Thriller",5.8,1842
tt2297108,movie,100 Ghost Street: The Return of Richard Speck,100 Ghost Street: The Return of Richard Speck,0,2012,,84,"Horror,Mystery,Thriller",3.8,1371
tt2297164,movie,Doomsday Book,Illyumyeolmangbogoseo,0,2012,,115,"Comedy,Drama,Fantasy",5.8,3711
tt2298224,movie,Holy Ghost People,Holy Ghost People,0,2013,,88,"Drama,Thriller",5.0,1168
tt2298384,movie,Love is in the Air,Amour & turbulences,0,2013,,96,"Comedy,Romance",6.3,5464
tt2298394,movie,Free the Nipple,Free the Nipple,0,2013,,78,"Comedy,Drama",4.1,1987
tt2298416,movie,The Staple of News,Suzanne,0,2013,,94,Drama,6.7,1927
tt22987820,movie,Tillu Square,Tillu Square,0,2024,,137,"Action,Comedy,Crime",6.6,3705
tt22987848,movie,Ripper's Revenge,Ripper's Revenge,0,2023,,85,"Drama,Horror,Thriller",3.9,1109
tt2298820,movie,La cinquième saison,La cinquième saison,0,2012,,93,"Drama,Mystery",6.8,1525
tt22988228,movie,Racionais MC's: From the Streets of São Paulo,Racionais MC's: From the Streets of Sao Paulo,0,2022,,116,"Documentary,Music",8.2,1263
tt2298990,movie,Life Is Beautiful,Life Is Beautiful,0,2012,,167,"Drama,Romance",6.4,1173
tt2299206,movie,Blood Glacier,Blutgletscher,0,2013,,98,"Horror,Mystery,Sci-Fi",5.4,4427
tt2299842,movie,Pieta,Pieta,0,2012,,103,"Crime,Drama,Thriller",7.1,16793
tt2299954,movie,Betrayal,Izmena,0,2012,,115,Drama,6.2,1069
tt2300975,movie,Jessabelle,Jessabelle,0,2014,,90,"Drama,Horror,Mystery",5.4,27321
tt2301147,movie,Sex After Kids,Sex After Kids,0,2013,,105,Comedy,5.5,1309
tt2301155,movie,Shootout at Wadala,Shootout at Wadala,0,2013,,155,"Action,Biography,Crime",6.1,8605
tt2301592,movie,The Dance of Reality,La danza de la realidad,0,2013,,133,"Biography,Drama,Fantasy",7.4,10006
tt23018924,movie,Thangalaan,Thangalaan,0,2024,,156,"Action,Adventure,Drama",6.5,7240
tt2301900,movie,Puppet Master X: Axis Rising,Puppet Master X: Axis Rising,0,2012,,86,"Action,Comedy,Fantasy",3.9,1670
tt23023596,movie,Malaikottai Vaaliban,Malaikottai Vaaliban,0,2024,,156,"Action,Drama,Fantasy",5.9,4310
tt2302416,movie,In the Shadows,Gali Guleiyan,0,2017,,117,"Drama,Thriller",7.0,1510
tt23024514,movie,Ballabhpurer Roopkotha,Ballabhpurer Roopkotha,0,2022,,136,"Comedy,Horror",8.0,1750
tt2302755,movie,Olympus Has Fallen,Olympus Has Fallen,0,2013,,119,"Action,Thriller",6.5,307576
tt2302966,movie,I,I,0,2015,,188,"Action,Drama,Romance",7.4,25726
tt2303110,movie,Rise of the Dinosaurs,Jurassic Attack,0,2013,,83,"Action,Adventure,Comedy",2.4,1552
tt23036080,movie,Thank You for Coming,Thank You for Coming,0,2023,,119,Comedy,4.2,14474
tt23037488,movie,One Ranger,One Ranger,0,2023,,95,"Action,Thriller",4.9,4870
tt23043386,movie,Organic Mama Hybrid Alludu,Organic Mama Hybrid Alludu,0,2023,,148,Action,4.0,1257
tt2304426,movie,The Selfish Giant,The Selfish Giant,0,2013,,91,Drama,7.3,13251
tt2304459,movie,23 Blast,23 Blast,0,2014,,98,"Drama,Sport",6.5,2694
tt2304573,movie,Daruvu,Daruvu,0,2012,,159,"Action,Comedy,Fantasy",5.4,1179
tt2304637,movie,Flag Day,Flag Day,0,2021,,109,"Crime,Drama",5.5,4146
tt2304655,movie,Gabbar Singh,Gabbar Singh,0,2012,,153,"Action,Comedy",7.1,7928
tt23047172,movie,Too Much Love,Çok Ask,0,2023,,100,Comedy,4.1,3433
tt2304771,movie,Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,0,2013,,141,"Biography,Drama,History",7.1,30126
tt2304915,movie,The Green Prince,The Green Prince,0,2014,,101,"Biography,Documentary",7.2,3073
tt23049206,movie,Just the Two of Us,L'amour et les forêts,0,2023,,105,"Drama,Thriller",6.5,3638
tt23049270,movie,Do Not Disturb,Do Not Disturb,0,2023,,114,"Comedy,Drama",6.3,11982
tt23049322,movie,The Price of Money: A Largo Winch Adventure,Largo Winch: Le prix de l'argent,0,2024,,100,"Action,Adventure,Drama",5.1,1691
tt2304933,movie,The 5th Wave,The 5th Wave,0,2016,,112,"Action,Adventure,Sci-Fi",5.2,126666
tt2304953,movie,Reasonable Doubt,Reasonable Doubt,0,2014,,91,"Crime,Drama,Mystery",5.7,21594
tt2305051,movie,Wild,Wild,0,2014,,115,"Adventure,Biography,Drama",7.1,146725
tt23052532,movie,Mark Antony,Mark Antony,0,2023,,150,"Action,Comedy,Crime",6.6,6516
tt23055660,movie,Nickel Boys,Nickel Boys,0,2024,,140,Drama,6.9,24386
tt23058594,movie,Focus,Focus,0,2022,,119,"Action,Crime,Mystery",7.6,2997
tt23060796,movie,There's Something in the Barn,There's Something in the Barn,0,2023,,100,"Comedy,Fantasy,Horror",5.5,7656
tt23063732,movie,Saving Bikini Bottom: The Sandy Cheeks Movie,Saving Bikini Bottom: The Sandy Cheeks Movie,0,2024,,82,"Adventure,Animation,Comedy",3.6,4748
tt23063986,movie,Yolki-igolki,Yolki-igolki,0,2022,,90,"Comedy,Family",6.2,1110
tt2306745,movie,Sound City,Sound City,0,2013,,107,"Documentary,Music",7.8,13791
tt2306783,movie,The Falls,The Falls,0,2012,,91,"Drama,Romance",6.8,3173
tt2306786,movie,Chupacabra Territory,Chupacabra Territory,0,2016,,94,Horror,3.6,1428
tt2306836,movie,Taeter City,Taeter City,0,2012,,72,"Action,Horror,Sci-Fi",4.9,1243
tt2307002,movie,One Eyed Girl,One Eyed Girl,0,2013,,102,"Drama,Thriller",5.2,5432
tt2308260,movie,A Night in Old Mexico,A Night in Old Mexico,0,2013,,103,"Adventure,Drama,Western",5.7,4307
tt2308725,movie,Helpless,Hoa-cha,0,2012,,117,"Crime,Drama,Mystery",6.6,2865
tt2308773,movie,Ishaqzaade,Ishaqzaade,0,2012,,120,"Action,Drama,Romance",6.5,8857
tt2309021,movie,We Are What We Are,We Are What We Are,0,2013,,105,"Drama,Horror,Thriller",5.9,23372
tt2309224,movie,Big Bad Wolves,Mi Mefakhed Mehaze'ev Hara,0,2013,,110,"Drama,Horror,Thriller",6.8,18450
